Nacionalidad,Aeropuerto,Entradas
Israel,"Cozumel, Q. Roo",1279
Israel,"Cuernavaca, Mor.",1
Israel,"Culiacán, Sin.",9
Israel,"Del Norte, N.L.",12
Israel,"Durango, Dgo.",5
Israel,"Ensenada, B.C.",29
Israel,"Felipe Ángeles (AIFA), Edo. Mex.",5
Israel,"Guadalajara, Jal.",3574
Israel,"Hermosillo, Son.",111
Israel,"Huatulco, Oax.",74
Israel,"La Paz, B.C.S.",40
Israel,"Loreto, B.C.S.",64
Israel,"Los Cabos, B.C.S.",10160
Israel,"Manzanillo, Col.",53
Israel,"Mazatlán, Sin.",144
Israel,"Mérida, Yuc.",306
Israel,"Mexicali, B. C.",8
Israel,"Monclova, Coah.",19
Israel,"Monterrey, N.L.",1859
Israel,"Morelia, Mich.",33
Israel,"Oaxaca, Oax.",116
Israel,"Puebla, Pue.",43
Israel,"Puerto Escondido, Oax.",4
Israel,"Puerto Peñasco, Son.",2
Israel,"Puerto Vallarta, Jal.",6764
Israel,"Querétaro, Qro.",544
Israel,"Saltillo, Coah.",5
Israel,"San Felipe, B.C.",9
Israel,"San Luis Potosí, S.L.P.",175
Israel,"Silao, Gto.",534
Israel,"Tampico, Tamps.",182
Israel,"Tapachula, Chis.",53
Israel,"Tijuana, B.C.",99
Israel,"Toluca, Edo. Mex.",766
Israel,"Torreón, Coah.",50
Israel,"Tuxtla Gutiérrez, Chis.",64
Israel,"Uruapan, Mich.",2
Israel,"Veracruz, Ver.",35
Israel,"Villahermosa, Tab.",71
Israel,"Zacatecas, Zac.",2
Israel,"Zihuatanejo, Gro.",653
Italia,"Acapulco, Gro.",429
Italia,"Aguascalientes, Ags.",818
Italia,"Cabo San Lucas, B.C.S.",71
Italia,"Cancún, Q. Roo",855908
Italia,"Chetumal, Q. Roo",8
Italia,"Chichen-Itzá, Yuc.",3
Italia,"Chihuahua, Chih.",1204
Italia,Ciudad de México (AICM),614238
Italia,"Ciudad del Carmen, Camp.",217
Italia,"Ciudad Juárez, Chih.",6
Italia,"Ciudad Obregón, Son.",5
Italia,"Ciudad Victoria, Tamps.",2
Italia,"Cozumel, Q. Roo",4172
Italia,"Cuernavaca, Mor.",8
Italia,"Culiacán, Sin.",9
Italia,"Del Norte, N.L.",100
Italia,"Durango, Dgo.",42
Italia,"Ensenada, B.C.",67
Italia,"Felipe Ángeles (AIFA), Edo. Mex.",82
Italia,"Guadalajara, Jal.",15720
Italia,"Guaymas, Son.",14
Italia,"Hermosillo, Son.",426
Italia,"Huatulco, Oax.",168
Italia,"La Paz, B.C.S.",250
Italia,"Loreto, B.C.S.",993
Italia,"Los Cabos, B.C.S.",20394
Italia,"Los Mochis, Sin.",1
Italia,"Manzanillo, Col.",269
Italia,"Matamoros, Tamps.",9
Italia,"Mazatlán, Sin.",349
Italia,"Mérida, Yuc.",4422
Italia,"Mexicali, B. C.",6
Italia,"Minatitlán, Ver.",1
Italia,"Monclova, Coah.",33
Italia,"Monterrey, N.L.",25348
Italia,"Morelia, Mich.",228
Italia,"Nuevo Laredo, Tamps.",5
Italia,"Oaxaca, Oax.",333
Italia,"Piedras Negras, Coah.",8
Italia,"Puebla, Pue.",635
Italia,"Puerto Escondido, Oax.",1
Italia,"Puerto Peñasco, Son.",3
Italia,"Puerto Vallarta, Jal.",8462
Italia,"Querétaro, Qro.",4187
Italia,"Reynosa, Tamps.",12
Italia,"Saltillo, Coah.",613
Italia,"San Felipe, B.C.",12
Italia,"San Luis Potosí, S.L.P.",2507
Italia,"Silao, Gto.",6705
Italia,"Tampico, Tamps.",675
Italia,"Tapachula, Chis.",266
Italia,"Tijuana, B.C.",201
Italia,"Toluca, Edo. Mex.",861
Italia,"Torreón, Coah.",542
Italia,"Tuxtla Gutiérrez, Chis.",34
Italia,"Veracruz, Ver.",1183
Italia,"Villahermosa, Tab.",485
Italia,"Zacatecas, Zac.",40
Italia,"Zihuatanejo, Gro.",466
Jamaica,"Acapulco, Gro.",9
Jamaica,"Aguascalientes, Ags.",105
Jamaica,"Cabo San Lucas, B.C.S.",16
Jamaica,"Campeche, Camp.",5
Jamaica,"Cancún, Q. Roo",38260
Jamaica,"Chetumal, Q. Roo",4
Jamaica,"Chihuahua, Chih.",38
Jamaica,Ciudad de México (AICM),17399
Jamaica,"Ciudad del Carmen, Camp.",2
Jamaica,"Cozumel, Q. Roo",465
Jamaica,"Durango, Dgo.",5
Jamaica,"Felipe Ángeles (AIFA), Edo. Mex.",95
Jamaica,"Guadalajara, Jal.",888
Jamaica,"Hermosillo, Son.",24
Jamaica,"Huatulco, Oax.",22
Jamaica,"La Paz, B.C.S.",8
Jamaica,"Loreto, B.C.S.",8
Jamaica,"Los Cabos, B.C.S.",1903
Jamaica,"Manzanillo, Col.",3
Jamaica,"Mazatlán, Sin.",60
Jamaica,"Mérida, Yuc.",504
Jamaica,"Monterrey, N.L.",1036
Jamaica,"Morelia, Mich.",12
Jamaica,"Oaxaca, Oax.",19
Jamaica,"Puebla, Pue.",39
Jamaica,"Puerto Peñasco, Son.",1
Jamaica,"Puerto Vallarta, Jal.",1066
Jamaica,"Querétaro, Qro.",235
Jamaica,"Saltillo, Coah.",38
Jamaica,"San Luis Potosí, S.L.P.",84
Jamaica,"Silao, Gto.",192
Jamaica,"Tampico, Tamps.",47
Jamaica,"Tijuana, B.C.",6
Jamaica,"Toluca, Edo. Mex.",57
Jamaica,"Torreón, Coah.",38
Jamaica,"Veracruz, Ver.",23
Jamaica,"Villahermosa, Tab.",14
Jamaica,"Zacatecas, Zac.",6
Jamaica,"Zihuatanejo, Gro.",10
Japón,"Acapulco, Gro.",169
Japón,"Aguascalientes, Ags.",51050
Japón,"Cabo San Lucas, B.C.S.",43
Japón,"Campeche, Camp.",1
Japón,"Cancún, Q. Roo",233455
Japón,"Chihuahua, Chih.",2958
Japón,Ciudad de México (AICM),551467
Japón,"Ciudad del Carmen, Camp.",32
Japón,"Ciudad Juárez, Chih.",17
Japón,"Ciudad Obregón, Son.",13
Japón,"Ciudad Victoria, Tamps.",1
Japón,"Cozumel, Q. Roo",2149
Japón,"Cuernavaca, Mor.",2
Japón,"Culiacán, Sin.",10
Japón,"Del Norte, N.L.",42
Japón,"Durango, Dgo.",274
Japón,"Ensenada, B.C.",66
Japón,"Felipe Ángeles (AIFA), Edo. Mex.",4
Japón,"Guadalajara, Jal.",23458
Japón,"Guaymas, Son.",19
Japón,"Hermosillo, Son.",2078
Japón,"Huatulco, Oax.",111
Japón,"La Paz, B.C.S.",226
Japón,"Loreto, B.C.S.",244
Japón,"Los Cabos, B.C.S.",20827
Japón,"Los Mochis, Sin.",1
Japón,"Manzanillo, Col.",230
Japón,"Matamoros, Tamps.",6
Japón,"Mazatlán, Sin.",949
Japón,"Mérida, Yuc.",1408
Japón,"Monclova, Coah.",12
Japón,"Monterrey, N.L.",51994
Japón,"Morelia, Mich.",465
Japón,"Oaxaca, Oax.",666
Japón,"Puebla, Pue.",810
Japón,"Puerto Escondido, Oax.",2
Japón,"Puerto Peñasco, Son.",6
Japón,"Puerto Vallarta, Jal.",7031
Japón,"Querétaro, Qro.",33373
Japón,"Reynosa, Tamps.",7
Japón,"Saltillo, Coah.",545
Japón,"San Felipe, B.C.",24
Japón,"San Luis Potosí, S.L.P.",20672
Japón,"Silao, Gto.",98659
Japón,"Tampico, Tamps.",601
Japón,"Tapachula, Chis.",133
Japón,"Tijuana, B.C.",229
Japón,"Toluca, Edo. Mex.",260
Japón,"Torreón, Coah.",2415
Japón,"Tuxtla Gutiérrez, Chis.",24
Japón,"Uruapan, Mich.",12
Japón,"Veracruz, Ver.",623
Japón,"Villahermosa, Tab.",109
Japón,"Zacatecas, Zac.",859
Japón,"Zihuatanejo, Gro.",462
Jordania,"Acapulco, Gro.",8
Jordania,"Aguascalientes, Ags.",4
Jordania,"Cancún, Q. Roo",5236
Jordania,"Chihuahua, Chih.",8
Jordania,Ciudad de México (AICM),2758
Jordania,"Cozumel, Q. Roo",47
Jordania,"Durango, Dgo.",2
Jordania,"Guadalajara, Jal.",183
Jordania,"Hermosillo, Son.",5
Jordania,"Huatulco, Oax.",3
Jordania,"La Paz, B.C.S.",3
Jordania,"Loreto, B.C.S.",2
Jordania,"Los Cabos, B.C.S.",551
Jordania,"Manzanillo, Col.",2
Jordania,"Mazatlán, Sin.",9
Jordania,"Mérida, Yuc.",30
Jordania,"Mexicali, B. C.",1
Jordania,"Monclova, Coah.",5
Jordania,"Monterrey, N.L.",291
Jordania,"Morelia, Mich.",5
Jordania,"Oaxaca, Oax.",7
Jordania,"Puebla, Pue.",5
Jordania,"Puerto Vallarta, Jal.",474
Jordania,"Querétaro, Qro.",35
Jordania,"Saltillo, Coah.",4
Jordania,"San Luis Potosí, S.L.P.",17
Jordania,"Silao, Gto.",40
Jordania,"Tampico, Tamps.",5
Jordania,"Tapachula, Chis.",1
Jordania,"Tijuana, B.C.",8
Jordania,"Toluca, Edo. Mex.",12
Jordania,"Torreón, Coah.",9
Jordania,"Veracruz, Ver.",2
Jordania,"Villahermosa, Tab.",9
Jordania,"Zacatecas, Zac.",2
Jordania,"Zihuatanejo, Gro.",5
Kazajistán,"Acapulco, Gro.",12
Kazajistán,"Aguascalientes, Ags.",6
Kazajistán,"Cabo San Lucas, B.C.S.",2
Kazajistán,"Cancún, Q. Roo",10056
Kazajistán,"Chihuahua, Chih.",7
Kazajistán,Ciudad de México (AICM),3247
Kazajistán,"Ciudad del Carmen, Camp.",3
Kazajistán,"Cozumel, Q. Roo",127
Kazajistán,"Del Norte, N.L.",1
Kazajistán,"Guadalajara, Jal.",133
Kazajistán,"Huatulco, Oax.",20
Kazajistán,"Loreto, B.C.S.",5
Kazajistán,"Los Cabos, B.C.S.",562
Kazajistán,"Manzanillo, Col.",13
Kazajistán,"Mazatlán, Sin.",42
Kazajistán,"Mérida, Yuc.",22
Kazajistán,"Monterrey, N.L.",90
Kazajistán,"Morelia, Mich.",4
Kazajistán,"Oaxaca, Oax.",3
Kazajistán,"Puebla, Pue.",1
Kazajistán,"Puerto Vallarta, Jal.",664
Kazajistán,"Querétaro, Qro.",6
Kazajistán,"San Luis Potosí, S.L.P.",2
Kazajistán,"Silao, Gto.",22
Kazajistán,"Tampico, Tamps.",2
Kazajistán,"Tijuana, B.C.",8
Kazajistán,"Toluca, Edo. Mex.",8
Kazajistán,"Torreón, Coah.",5
Kazajistán,"Veracruz, Ver.",8
Kazajistán,"Villahermosa, Tab.",55
Kazajistán,"Zihuatanejo, Gro.",13
Kenia,"Acapulco, Gro.",5
Kenia,"Aguascalientes, Ags.",35
Kenia,"Cabo San Lucas, B.C.S.",3
Kenia,"Cancún, Q. Roo",4886
Kenia,"Chihuahua, Chih.",9
Kenia,Ciudad de México (AICM),5464
Kenia,"Ciudad del Carmen, Camp.",1
Kenia,"Ciudad Juárez, Chih.",1
Kenia,"Cozumel, Q. Roo",64
Kenia,"Culiacán, Sin.",1
Kenia,"Durango, Dgo.",1
Kenia,"Guadalajara, Jal.",239
Kenia,"Guaymas, Son.",1
Kenia,"Hermosillo, Son.",8
Kenia,"Huatulco, Oax.",7
Kenia,"La Paz, B.C.S.",1
Kenia,"Loreto, B.C.S.",7
Kenia,"Los Cabos, B.C.S.",813
Kenia,"Manzanillo, Col.",3
Kenia,"Mazatlán, Sin.",25
Kenia,"Mérida, Yuc.",24
Kenia,"Monterrey, N.L.",248
Kenia,"Morelia, Mich.",11
Kenia,"Oaxaca, Oax.",13
Kenia,"Puebla, Pue.",7
Kenia,"Puerto Vallarta, Jal.",597
Kenia,"Querétaro, Qro.",54
Kenia,"Saltillo, Coah.",1
Kenia,"San Luis Potosí, S.L.P.",8
Kenia,"Silao, Gto.",73
Kenia,"Tampico, Tamps.",3
Kenia,"Tapachula, Chis.",1
Kenia,"Tijuana, B.C.",2
Kenia,"Toluca, Edo. Mex.",14
Kenia,"Torreón, Coah.",5
Kenia,"Tuxtla Gutiérrez, Chis.",2
Kenia,"Veracruz, Ver.",2
Kenia,"Zacatecas, Zac.",10
Kenia,"Zihuatanejo, Gro.",14
Kirguistán,"Acapulco, Gro.",3
Kirguistán,"Aguascalientes, Ags.",1
Kirguistán,"Cabo San Lucas, B.C.S.",1
Kirguistán,"Cancún, Q. Roo",2182
Kirguistán,Ciudad de México (AICM),854
Kirguistán,"Cozumel, Q. Roo",32
Kirguistán,"Guadalajara, Jal.",46
Kirguistán,"Huatulco, Oax.",5
Kirguistán,"Los Cabos, B.C.S.",134
Kirguistán,"Matamoros, Tamps.",1
Kirguistán,"Mazatlán, Sin.",10
Kirguistán,"Mérida, Yuc.",4
Kirguistán,"Monterrey, N.L.",31
Kirguistán,"Puerto Vallarta, Jal.",145
Kirguistán,"Querétaro, Qro.",13
Kirguistán,"San Luis Potosí, S.L.P.",1
Kirguistán,"Silao, Gto.",6
Kirguistán,"Tampico, Tamps.",6
Kirguistán,"Tijuana, B.C.",5
Kirguistán,"Torreón, Coah.",2
Kirguistán,"Zihuatanejo, Gro.",1
Kiribati,"Cancún, Q. Roo",30
Kiribati,Ciudad de México (AICM),173
Kiribati,"Guadalajara, Jal.",3
Kiribati,"Manzanillo, Col.",2
Kiribati,"Puerto Vallarta, Jal.",1
Kiribati,"Tampico, Tamps.",1
"Kosovo, Rep.","Cancún, Q. Roo",1
Kuwait,"Acapulco, Gro.",1
Kuwait,"Cancún, Q. Roo",8388
Kuwait,"Chetumal, Q. Roo",1
Kuwait,"Chihuahua, Chih.",3
Kuwait,Ciudad de México (AICM),2008
Kuwait,"Cozumel, Q. Roo",37
Kuwait,"Culiacán, Sin.",1
Kuwait,"Guadalajara, Jal.",61
Kuwait,"Hermosillo, Son.",9
Kuwait,"La Paz, B.C.S.",1
Kuwait,"Los Cabos, B.C.S.",1231
Kuwait,"Manzanillo, Col.",1
Kuwait,"Mazatlán, Sin.",7
Kuwait,"Mérida, Yuc.",18
Kuwait,"Monterrey, N.L.",45
Kuwait,"Oaxaca, Oax.",3
Kuwait,"Puebla, Pue.",1
Kuwait,"Puerto Vallarta, Jal.",300
Kuwait,"Querétaro, Qro.",6
Kuwait,"San Luis Potosí, S.L.P.",6
Kuwait,"Silao, Gto.",27
Kuwait,"Toluca, Edo. Mex.",20
Kuwait,"Torreón, Coah.",2
Kuwait,"Veracruz, Ver.",15
Kuwait,"Villahermosa, Tab.",3
Kuwait,"Zacatecas, Zac.",1
Kuwait,"Zihuatanejo, Gro.",10
Laos,"Aguascalientes, Ags.",5
Laos,"Cancún, Q. Roo",229
Laos,Ciudad de México (AICM),167
Laos,"Cozumel, Q. Roo",9
Laos,"Durango, Dgo.",1
Laos,"Guadalajara, Jal.",13
Laos,"Huatulco, Oax.",1
Laos,"Loreto, B.C.S.",1
Laos,"Los Cabos, B.C.S.",50
Laos,"Mazatlán, Sin.",7
Laos,"Puerto Vallarta, Jal.",30
Laos,"Querétaro, Qro.",11
Laos,"Silao, Gto.",2
Laos,"Tampico, Tamps.",1
Laos,"Villahermosa, Tab.",1
Laos,"Zihuatanejo, Gro.",1
Lesoto,"Cancún, Q. Roo",61
Lesoto,Ciudad de México (AICM),83
Lesoto,"Cozumel, Q. Roo",1
Lesoto,"Guadalajara, Jal.",4
Lesoto,"Los Cabos, B.C.S.",4
Lesoto,"Monterrey, N.L.",1
Lesoto,"Silao, Gto.",1
Lesoto,"Veracruz, Ver.",1
Letonia,"Acapulco, Gro.",12
Letonia,"Aguascalientes, Ags.",3
Letonia,"Cabo San Lucas, B.C.S.",1
Letonia,"Cancún, Q. Roo",14384
Letonia,"Chihuahua, Chih.",4
Letonia,Ciudad de México (AICM),8905
Letonia,"Ciudad del Carmen, Camp.",30
Letonia,"Cozumel, Q. Roo",83
Letonia,"Del Norte, N.L.",1
Letonia,"Guadalajara, Jal.",211
Letonia,"Hermosillo, Son.",5
Letonia,"Huatulco, Oax.",9
Letonia,"La Paz, B.C.S.",1
Letonia,"Loreto, B.C.S.",8
Letonia,"Los Cabos, B.C.S.",434
Letonia,"Manzanillo, Col.",14
Letonia,"Matamoros, Tamps.",3
Letonia,"Mazatlán, Sin.",26
Letonia,"Mérida, Yuc.",16
Letonia,"Monterrey, N.L.",97
Letonia,"Oaxaca, Oax.",3
Letonia,"Puebla, Pue.",5
Letonia,"Puerto Vallarta, Jal.",795
Letonia,"Querétaro, Qro.",14
Letonia,"San Luis Potosí, S.L.P.",3
Letonia,"Silao, Gto.",68
Letonia,"Tampico, Tamps.",83
Letonia,"Tapachula, Chis.",6
Letonia,"Tijuana, B.C.",4
Letonia,"Toluca, Edo. Mex.",21
Letonia,"Uruapan, Mich.",1
Letonia,"Veracruz, Ver.",36
Letonia,"Villahermosa, Tab.",58
Letonia,"Zacatecas, Zac.",1
Letonia,"Zihuatanejo, Gro.",15
Líbano,"Acapulco, Gro.",10
Líbano,"Aguascalientes, Ags.",15
Líbano,"Cabo San Lucas, B.C.S.",1
Líbano,"Cancún, Q. Roo",10275
Líbano,"Chetumal, Q. Roo",1
Líbano,"Chihuahua, Chih.",10
Líbano,Ciudad de México (AICM),8676
Líbano,"Ciudad del Carmen, Camp.",1
Líbano,"Cozumel, Q. Roo",106
Líbano,"Durango, Dgo.",2
Líbano,"Guadalajara, Jal.",312
Líbano,"Hermosillo, Son.",5
Líbano,"Huatulco, Oax.",4
Líbano,"La Paz, B.C.S.",4
Líbano,"Loreto, B.C.S.",1
Líbano,"Los Cabos, B.C.S.",913
Líbano,"Manzanillo, Col.",14
Líbano,"Mazatlán, Sin.",24
Líbano,"Mérida, Yuc.",54
Líbano,"Monterrey, N.L.",272
Líbano,"Morelia, Mich.",6
Líbano,"Oaxaca, Oax.",12
Líbano,"Puebla, Pue.",10
Líbano,"Puerto Vallarta, Jal.",615
Líbano,"Querétaro, Qro.",80
Líbano,"Saltillo, Coah.",5
Líbano,"San Felipe, B.C.",2
Líbano,"San Luis Potosí, S.L.P.",17
Líbano,"Silao, Gto.",82
Líbano,"Tampico, Tamps.",19
Líbano,"Tapachula, Chis.",3
Líbano,"Tijuana, B.C.",15
Líbano,"Toluca, Edo. Mex.",12
Líbano,"Torreón, Coah.",12
Líbano,"Veracruz, Ver.",9
Líbano,"Villahermosa, Tab.",5
Líbano,"Zacatecas, Zac.",1
Líbano,"Zihuatanejo, Gro.",42
Liberia,"Cancún, Q. Roo",1111
Liberia,"Chihuahua, Chih.",3
Liberia,Ciudad de México (AICM),195
Liberia,"Cozumel, Q. Roo",6
Liberia,"Guadalajara, Jal.",15
Liberia,"Los Cabos, B.C.S.",156
Liberia,"Mazatlán, Sin.",2
Liberia,"Mérida, Yuc.",3
Liberia,"Monterrey, N.L.",18
Liberia,"Puebla, Pue.",1
Liberia,"Puerto Vallarta, Jal.",67
Liberia,"Querétaro, Qro.",2
Liberia,"San Luis Potosí, S.L.P.",1
Liberia,"Silao, Gto.",5
Liberia,"Tijuana, B.C.",1
Liberia,"Toluca, Edo. Mex.",1
Libia,"Cancún, Q. Roo",342
Libia,Ciudad de México (AICM),580
Libia,"Cozumel, Q. Roo",2
Libia,"Guadalajara, Jal.",11
Libia,"Loreto, B.C.S.",1
Libia,"Los Cabos, B.C.S.",9
Libia,"Mazatlán, Sin.",3
Libia,"Mérida, Yuc.",1
Libia,"Monterrey, N.L.",18
Libia,"Puerto Vallarta, Jal.",28
Libia,"Querétaro, Qro.",10
Libia,"San Luis Potosí, S.L.P.",10
Libia,"Silao, Gto.",12
Libia,"Tampico, Tamps.",3
Libia,"Villahermosa, Tab.",7
Liechtenstein,"Aguascalientes, Ags.",1
Liechtenstein,"Cancún, Q. Roo",1069
Liechtenstein,Ciudad de México (AICM),1010
Liechtenstein,"Cozumel, Q. Roo",2
Liechtenstein,"Guadalajara, Jal.",9
Liechtenstein,"Los Cabos, B.C.S.",13
Liechtenstein,"Mazatlán, Sin.",1
Liechtenstein,"Mérida, Yuc.",1
Liechtenstein,"Mexicali, B. C.",1
Liechtenstein,"Monterrey, N.L.",8
Liechtenstein,"Puebla, Pue.",12
Liechtenstein,"Puerto Vallarta, Jal.",17
Liechtenstein,"Querétaro, Qro.",5
Liechtenstein,"Saltillo, Coah.",1
Liechtenstein,"San Luis Potosí, S.L.P.",2
Liechtenstein,"Silao, Gto.",2
Liechtenstein,"Villahermosa, Tab.",2
Liechtenstein,"Zihuatanejo, Gro.",2
Lituania,"Acapulco, Gro.",7
Lituania,"Aguascalientes, Ags.",14
Lituania,"Cabo San Lucas, B.C.S.",4
Lituania,"Cancún, Q. Roo",34808
Lituania,"Chetumal, Q. Roo",2
Lituania,"Chihuahua, Chih.",34
Lituania,Ciudad de México (AICM),13571
Lituania,"Ciudad del Carmen, Camp.",35
Lituania,"Cozumel, Q. Roo",267
Lituania,"Del Norte, N.L.",1
Lituania,"Durango, Dgo.",2
Lituania,"Ensenada, B.C.",1
Lituania,"Guadalajara, Jal.",391
Lituania,"Hermosillo, Son.",7
Lituania,"Huatulco, Oax.",62
Lituania,"La Paz, B.C.S.",3
Lituania,"Loreto, B.C.S.",9
Lituania,"Los Cabos, B.C.S.",1273
Lituania,"Manzanillo, Col.",6
Lituania,"Matamoros, Tamps.",5
Lituania,"Mazatlán, Sin.",61
Lituania,"Mérida, Yuc.",56
Lituania,"Mexicali, B. C.",1
Lituania,"Monterrey, N.L.",254
Lituania,"Morelia, Mich.",7
Lituania,"Oaxaca, Oax.",10
Lituania,"Puebla, Pue.",46
Lituania,"Puerto Vallarta, Jal.",1974
Lituania,"Querétaro, Qro.",36
Lituania,"San Felipe, B.C.",1
Lituania,"San Luis Potosí, S.L.P.",18
Lituania,"Silao, Gto.",57
Lituania,"Tampico, Tamps.",43
Lituania,"Tapachula, Chis.",4
Lituania,"Tijuana, B.C.",3
Lituania,"Toluca, Edo. Mex.",18
Lituania,"Torreón, Coah.",5
Lituania,"Veracruz, Ver.",24
Lituania,"Villahermosa, Tab.",3
Lituania,"Zacatecas, Zac.",1
Lituania,"Zihuatanejo, Gro.",50
Luxemburgo,"Acapulco, Gro.",10
Luxemburgo,"Aguascalientes, Ags.",2
Luxemburgo,"Cabo San Lucas, B.C.S.",2
Luxemburgo,"Cancún, Q. Roo",10152
Luxemburgo,"Chihuahua, Chih.",3
Luxemburgo,Ciudad de México (AICM),4732
Luxemburgo,"Cozumel, Q. Roo",15
Luxemburgo,"Guadalajara, Jal.",152
Luxemburgo,"Hermosillo, Son.",2
Luxemburgo,"Loreto, B.C.S.",3
Luxemburgo,"Los Cabos, B.C.S.",196
Luxemburgo,"Mazatlán, Sin.",1
Luxemburgo,"Mérida, Yuc.",13
Luxemburgo,"Monterrey, N.L.",79
Luxemburgo,"Morelia, Mich.",1
Luxemburgo,"Oaxaca, Oax.",6
Luxemburgo,"Puebla, Pue.",8
Luxemburgo,"Puerto Vallarta, Jal.",58
Luxemburgo,"Querétaro, Qro.",24
Luxemburgo,"San Luis Potosí, S.L.P.",13
Luxemburgo,"Silao, Gto.",11
Luxemburgo,"Tampico, Tamps.",2
Luxemburgo,"Tapachula, Chis.",1
Luxemburgo,"Toluca, Edo. Mex.",3
Luxemburgo,"Torreón, Coah.",10
Luxemburgo,"Villahermosa, Tab.",5
Luxemburgo,"Zihuatanejo, Gro.",7
Macao (China),"Cancún, Q. Roo",125
Macao (China),Ciudad de México (AICM),188
Macao (China),"Los Cabos, B.C.S.",6
Macao (China),"Monterrey, N.L.",2
Macao (China),"Puerto Vallarta, Jal.",2
Macao (China),"Saltillo, Coah.",1
Macao (China),"Silao, Gto.",1
Macao (China),"Tijuana, B.C.",16
Macedonia,"Acapulco, Gro.",1
Macedonia,"Aguascalientes, Ags.",7
Macedonia,"Cancún, Q. Roo",5343
Macedonia,"Chihuahua, Chih.",4
Macedonia,Ciudad de México (AICM),1430
Macedonia,"Cozumel, Q. Roo",178
Macedonia,"Culiacán, Sin.",1
Macedonia,"Durango, Dgo.",2
Macedonia,"Guadalajara, Jal.",75
Macedonia,"Loreto, B.C.S.",2
Macedonia,"Los Cabos, B.C.S.",223
Macedonia,"Manzanillo, Col.",3
Macedonia,"Mazatlán, Sin.",10
Macedonia,"Mérida, Yuc.",9
Macedonia,"Monterrey, N.L.",32
Macedonia,"Morelia, Mich.",1
Macedonia,"Oaxaca, Oax.",1
Macedonia,"Puebla, Pue.",5
Macedonia,"Puerto Vallarta, Jal.",231
Macedonia,"Querétaro, Qro.",9
Macedonia,"Saltillo, Coah.",2
Macedonia,"San Luis Potosí, S.L.P.",13
Macedonia,"Silao, Gto.",40
Macedonia,"Tampico, Tamps.",1
Macedonia,"Torreón, Coah.",5
Macedonia,"Veracruz, Ver.",3
Macedonia,"Zacatecas, Zac.",3
Macedonia,"Zihuatanejo, Gro.",2
Madagascar,"Cancún, Q. Roo",227
Madagascar,Ciudad de México (AICM),284
Madagascar,"Cozumel, Q. Roo",6
Madagascar,"Guadalajara, Jal.",3
Madagascar,"Huatulco, Oax.",1
Madagascar,"Los Cabos, B.C.S.",15
Madagascar,"Mérida, Yuc.",1
Madagascar,"Morelia, Mich.",1
Madagascar,"Puerto Vallarta, Jal.",18
Madagascar,"Silao, Gto.",1
Madagascar,"Tijuana, B.C.",2
Madagascar,"Zihuatanejo, Gro.",1
Mahoré,Ciudad de México (AICM),2
Mahoré,"Guadalajara, Jal.",1
Mahoré,"Los Cabos, B.C.S.",1
Malasia,"Acapulco, Gro.",12
Malasia,"Aguascalientes, Ags.",236
Malasia,"Cabo San Lucas, B.C.S.",6
Malasia,"Cancún, Q. Roo",9299
Malasia,"Chihuahua, Chih.",141
Malasia,Ciudad de México (AICM),20445
Malasia,"Ciudad del Carmen, Camp.",105
Malasia,"Ciudad Juárez, Chih.",1
Malasia,"Cozumel, Q. Roo",172
Malasia,"Culiacán, Sin.",1
Malasia,"Del Norte, N.L.",2
Malasia,"Durango, Dgo.",2
Malasia,"Ensenada, B.C.",1
Malasia,"Felipe Ángeles (AIFA), Edo. Mex.",1
Malasia,"Guadalajara, Jal.",2442
Malasia,"Hermosillo, Son.",49
Malasia,"Huatulco, Oax.",12
Malasia,"Loreto, B.C.S.",26
Malasia,"Los Cabos, B.C.S.",1607
Malasia,"Manzanillo, Col.",10
Malasia,"Mazatlán, Sin.",35
Malasia,"Mérida, Yuc.",105
Malasia,"Monterrey, N.L.",670
Malasia,"Morelia, Mich.",9
Malasia,"Oaxaca, Oax.",29
Malasia,"Puebla, Pue.",29
Malasia,"Puerto Vallarta, Jal.",988
Malasia,"Querétaro, Qro.",200
Malasia,"Saltillo, Coah.",17
Malasia,"San Felipe, B.C.",3
Malasia,"San Luis Potosí, S.L.P.",136
Malasia,"Silao, Gto.",192
Malasia,"Tampico, Tamps.",177
Malasia,"Tapachula, Chis.",9
Malasia,"Tijuana, B.C.",183
Malasia,"Toluca, Edo. Mex.",30
Malasia,"Torreón, Coah.",14
Malasia,"Tuxtla Gutiérrez, Chis.",3
Malasia,"Veracruz, Ver.",51
Malasia,"Villahermosa, Tab.",79
Malasia,"Zacatecas, Zac.",28
Malasia,"Zihuatanejo, Gro.",39
Malaui,"Cancún, Q. Roo",246
Malaui,Ciudad de México (AICM),293
Malaui,"Cozumel, Q. Roo",6
Malaui,"Guadalajara, Jal.",12
Malaui,"Los Cabos, B.C.S.",44
Malaui,"Mérida, Yuc.",4
Malaui,"Monterrey, N.L.",12
Malaui,"Oaxaca, Oax.",1
Malaui,"Puerto Vallarta, Jal.",30
Malaui,"Querétaro, Qro.",8
Malaui,"San Luis Potosí, S.L.P.",5
Malaui,"Veracruz, Ver.",3
Maldivas,"Cancún, Q. Roo",44
Maldivas,"Chihuahua, Chih.",1
Maldivas,Ciudad de México (AICM),48
Maldivas,"Guadalajara, Jal.",1
Maldivas,"Los Cabos, B.C.S.",5
Maldivas,"Monterrey, N.L.",1
